Dates,Open,Rendement,MACD,CHOP,RSI,value
2017-11-07,1.571,13.94653087205602,0.0051378205128205,6.911015356008395,100.0,
2017-11-08,1.7901,10.50220658063795,0.0124043808199127,7.2083322604123055,100.0,
2017-11-09,1.9781,0.6015873818310511,0.0154450700988133,8.04794690510162,100.0,
2017-11-10,1.99,-10.050251256281404,0.0057616477640678,14.922265318107945,55.65347715519608,
2017-11-11,1.79,-7.446927374301675,-0.0026606442459524,19.784207770190896,50.56536369310783,
2017-11-12,1.6567,-9.458562201967773,-0.0154908915363773,24.269316856407247,39.54578962980548,
2017-11-13,1.5,12.00666666666666,-0.0148085296452777,27.077691491479108,52.40763536479073,
2017-11-14,1.6801,-6.4281887982858095,-0.0185213413696994,29.261069226711697,47.33332950464696,
2017-11-15,1.5721,-1.195852681127164,-0.0228378500382613,31.16321350344068,45.31876012585819,
2017-11-16,1.5533,0.4249018219275196,-0.0252797992826545,32.68853737583508,45.75827034744385,
2017-11-17,1.5599,-3.577152381562925,-0.029791335046897,33.493767220262576,42.68137247007427,
2017-11-18,1.5041,9.859716774150662,-0.0233762793201921,35.09792872116665,52.83071262341791,
2017-11-19,1.6524,-3.1711450012103604,-0.0223220519219475,36.14115009345917,48.899523100182975,
2017-11-20,1.6,1.6062499999999895,-0.0188685332026701,49.85361366799745,51.14008880974523,
2017-11-21,1.6257,-3.2539828996739835,-0.0192010402212969,47.92262430051978,48.1502892836464,
2017-11-22,1.5728,1.7293997965412076,-0.01745881856298,45.65876683842998,49.85490439358441,
2017-11-23,1.6,-2.225000000000005,-0.0187979138799052,51.51336060914371,47.16209914956381,
2017-11-24,1.5644,9.434927128611603,-0.0093858876316488,55.16622333365396,56.04862130960063,
2017-11-25,1.712,8.06074766355141,0.0071596242738993,52.02442202807003,62.11702693901933,
2017-11-26,1.85,-0.6054054054054108,0.0177931567308897,59.13688433888625,60.13563397626746,
2017-11-27,1.8388,5.775505764629109,0.033487265449013,58.53981927409496,64.5950688238294,
2017-11-28,1.945,-1.0385604113110538,0.0433391476113518,57.60058077199484,62.72573938585551,
2017-11-29,1.9248,-8.348919368246055,0.0389023665474452,56.06519445046186,52.91302028669684,
2017-11-30,1.7641,10.537951363301396,0.0484440748584249,58.59133840938552,60.5498897065039,
2017-12-01,1.95,5.261538461538462,0.0625153217518708,55.45997555866613,63.89673168029608,
2017-12-02,2.0526,1.320276722205978,0.0746621210976921,57.85711606958749,64.74357537315082,
2017-12-03,2.0797,8.751262201279028,0.0962769760791482,47.25704072138107,69.87336617315793,
2017-12-04,2.2617,11.884865366759524,0.1328045117560923,42.58660423805911,75.8641309189822,
2017-12-05,2.5305,2.746492787986569,0.1642818586788783,38.90769999190728,76.92673724906976,
2017-12-06,2.6,-2.3346153846153923,0.1797518796499837,41.684008257134586,71.53304597670369,
2017-12-07,2.5393,4.316150120111839,0.2007351954103717,43.98145742487289,74.45033461262565,
2017-12-08,2.6489,5.288987881762254,0.2242586646717899,47.04897382057539,76.65364049460457,
2017-12-09,2.789,-4.983865184654006,0.2296382487922006,49.93605846595528,69.56025923469096,
2017-12-10,2.65,-7.109433962264156,0.2171204452837183,52.836355976236646,61.3462701111417,
2017-12-11,2.4616,9.156646083847908,0.2217564238886287,53.67419138522243,66.45172566917446,
2017-12-12,2.687,-4.923706736136951,0.2128396376881305,54.61016452268933,61.32489538338977,
2017-12-13,2.5547,6.446940932399102,0.2158761053695705,59.46363487276696,64.94223515903248,
2017-12-14,2.7194,15.900566301390024,0.2487274167067079,55.8478167438039,72.29499987306964,
2017-12-15,3.1518,31.98807030902976,0.345539340976952,38.54842848797048,81.59267608166721,
2017-12-16,4.16,11.298076923076916,0.4570421135693623,38.85535269707063,84.57450015365966,
2017-12-17,4.63,29.568034557235418,0.6437248975473762,26.56649095656022,89.42446266872646,
2017-12-18,5.999,-0.3167194532421943,0.7825849250408394,30.55353737349227,89.42709267209524,
2017-12-19,5.98,-4.849498327759197,0.859155531869781,33.8856423369562,82.77435574611248,
2017-12-20,5.69,-8.929701230228481,0.8666957973694593,35.69750910088821,72.18174442654495,
2017-12-21,5.1819,-0.4303440822864112,0.8634097098566587,38.29033411906494,72.24714802550041,
2017-12-22,5.1596,-16.830762074579432,0.7834061016373677,42.177103731337965,58.55140191299089,
2017-12-23,4.2912,2.5354213273676467,0.7202685062977476,42.70667745751831,59.58511519833231,
2017-12-24,4.4,17.95227272727271,0.7235550800861037,46.09070956989456,66.11750959695722,
2017-12-25,5.1899,24.5322645908399,0.8181103942276522,48.2516114487149,73.6476888144259,
2017-12-26,6.4631,43.67873002119725,1.1013771984108471,33.50477876044435,82.6743423834589,
2017-12-27,9.2861,8.441649346873294,1.374896532679025,37.61420477930719,84.36685443661138,
2017-12-28,10.07,-7.845084409136056,1.5088023893667677,42.04827158864689,76.30062624357032,
2017-12-29,9.28,-6.456896551724135,1.5539588014394117,43.25728371082661,71.46763320240974,
2017-12-30,8.6808,-12.700442355543268,1.4838594828523126,44.55217151383124,62.65491549140255,
2017-12-31,7.5783,12.79310663341384,1.485684412641021,43.3367113876203,66.39888082470665,
2018-01-01,8.5478,-1.1441540513348607,1.4638436238005124,42.65567464860254,65.79131868973522,
2018-01-02,8.45,3.13727810650888,1.450937304436425,42.39609732517282,66.87264621086149,
2018-01-03,8.7151,6.757237438468872,1.4707858981565185,42.678574184066086,69.20280835838795,
2018-01-04,9.304,-1.816423043852112,1.4568234997859433,42.405475489286864,67.79896793179107,
2018-01-05,9.135,63.00821018062398,1.8838789060999952,32.32877686536635,81.90880019764235,
2018-01-06,14.8908,51.77156365003896,2.80707368699737,25.319928975326867,88.92090792278235,
2018-01-07,22.6,-17.975663716814157,3.1810349479380715,30.773114499507656,73.071424895435,
2018-01-08,18.5375,-2.6837491571139704,3.3904118899803724,36.56944525805401,71.0395965426556,
